Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incidents,SendEmail,01-Initial State,01-No Reply Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  No Reply),Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Sumit Email,Disabled,"If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  An Update from Chewy CEO: Our Commitment to You  OR  Incidents > Subject  equals  Save Big with Autoship  OR  Incidents > Subject  equals  Autoship - Convenience and 30% Off Savings  OR  Incidents > Subject  equals  Autoship - Save on Repeat Deliveries  OR  Incidents > Subject  equals  An Update from Chewy CEO to Our Valued Autoship Customers  OR  Incidents > Subject  equals  Welcome to Chewy, We're Glad You're Here  OR  Incidents > Subject  equals  Bring in the Green and Get Refreshed with Your Pets  OR  Incidents > Subject  equals  Play, Sleep, Repeat | Essentials from Frisco ))",Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Welcome Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  Chewy Pharmacy: Your Online Destination for Pet Health  OR  Incidents > Subject  equals  Never Miss a Moment with Autoship  OR  Incidents > Subject  equals  Get All Your Pet Pharmacy Needs with Chewy  OR  Incidents > Subject  equals  Get Extra Savings and Never Run Out  OR  Incidents > Subject  equals  Protect Their Hearts | Shop Chewy Pharmacy  OR  Incidents > Subject  equals  Keep Calm and Stay Entertained with Your Pets  OR  Incidents > Subject  equals  Save on Seresto Flea & Tick Collars  OR  Incidents > Subject  equals  Bring In Love With Pets Old and New  OR  Incidents > Subject  equals  Explore Grain-Free Dog Food )),Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound General Email -AutoReply,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy),Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Chewy Pro Account Request,Enabled,If (Incidents > Source  equals  Connect PHP  AND  Incidents > Disposition  equals  Pending Account Verification  AND  Incidents > Category  equals  Account Request  AND  Custom Field > Channel  equals  Chewy Pro),"Email Incident Information  Email Address gdubois@chewy.com,kweiner@chewy.com,khegde@chewy.com with Subject line You have a new Chewy Pro Account Request Staff Member/Group"
Incidents,SendEmail,01-Initial State,01-Inbound Vendor Portal AAQ - Send Email,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Interface  equals  chewy  AND  Custom Field > Request Type  equals  Create or modify Appointment, Dropship Vendor Performance Appeal, DSCO Questions/Issues, Marketing Request, New Vendor Follow-up, Setup EDI Account, Playbook Questions, Dropship Shipping or Ordering Questions, Shipping or Ordering Questions, Vendor Account Information Update, Vendor Performance Scorecard Questions, Collect Vendor Creating New OTM Profile, Technical Questions for RTS, Transportation Escalations, Accessorial Request, Contact Follow-Up, Report Technical Issue, Image Update (Existing Products), Video Update (Existing Products), Enhanced Content Request-Formerly Chewy+, Item Copy (Existing Products), Contact and Address Update, Banking Information Update, Certificate of Insurance Renewal, Vendor Merger & Acquisition)",Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Vendor Portal API,Enabled,"If (Incidents > Source  equals  Connect PHP, Connect Web Services - REST  AND  Custom Field > Request Type  equals  Cost Update Request)",Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Vendor Portal AAQ - Feedback,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Feedback or Suggestions),Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Central Scheduling Confirm,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt)",Send Email Response to Sender
Incidents,SendEmail,01-Initial State,01-Inbound Central Scheduling New Other,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Message or Question),Send Email Response to Sender
Incidents,SendEmail,02-Updated State,02-Solved with Live Contact Email Import,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  General Email, ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted)",Send Email Response to Sender Include question
Incidents,SendEmail,02-Updated State,02-Updated Special Email Import,Enabled,If (Custom Field > Sign Off  equals  specialemailblast_return  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Data Import),Send Email Response to Sender Include question
Incidents,SendEmail,02-Updated State,02 - Warn if VPP Queue Not Set,Enabled,If (Custom Field > Referrer URL  is not null    AND  Incidents > Queue  equals  Unspecified),Email Incident Information  Email Address dl-mss_vendor_experience@chewy.com Staff Member/Group
Incidents,SendEmail,02-Updated State,02-The Zoo Updated,Disabled,If (Incidents > Mailbox  equals  thezoosupport@custhelp.com  AND  Incidents > Updated from  equals  Techmail - Service Mailbox  AND  Incidents > Previous Status  equals  Solved),Email Incident Information including administration fields including customer fields  Email Address jcummings4@chewy.com with Subject line The Zoo incident updated Staff Member/Group
Incidents,SendEmail,02-Updated State,02 - Send Vet to Verification PICs,Disabled,If (Custom Field > Sign Off  is modified this edit    AND  Custom Field > Sign Off  equals  Send Vet to Verification),Email Incident Information including administration fields including customer fields  Email Address hblumenthal@chewy.com with Subject line Vet Verification Request Staff Member/Group
Incidents,SendEmail,02-Updated State,02-Legal Email Updated,Enabled,If (Incidents > Category  not equals  Card Writing Process  AND  Incidents > Updated from  equals  Techmail - Service Mailbox  AND  Incidents > Mailbox  equals  null  AND  Incidents > Queue  equals  Legal),Email Incident Information  Email Address emueller@chewy.com;ebasner@chewy.com;gdubois@chewy.com with Subject line You have a privacy escalation Staff Member/Group
Incidents,SendEmail,02-Updated State,02–Vendor Portal Waiting Update,Enabled,"If (Incidents > Queue  equals  Central Scheduling, Vendor Compliance, Vendor Specialists, MSS Ops, MSS Ops Escalation, Accounting - AP Inventory, Accounting - AR/Vendor Rebate Billing, Accounting - AP Holds, EDI, TRANSPORTATION - CPU, TRANSPORTATION - RTS & Inbound Freight, TRANSPORTATION – Accesorials, Drop Ship - Supply Chain - Operations, Drop Ship - Supply Chain - Packaging, Drop Ship - Merchandising, VSP - Routing, MSS - Content, Supply Planning, MSS - Pricing, MSS - Catalog, MSS - Feedback  AND  Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Updated  AND  Incidents > Disposition  equals  Waiting for Vendor Response)",Email Incident Information to assignee  with Subject line Incident Updated Staff Member/Group
Incidents,SendEmail,04-Pharmacy State,04- Send Vet to Verification PICs,Enabled,If (Custom Field > Sign Off  is modified this edit    AND  Custom Field > Sign Off  equals  Send Vet to Verification),Email Incident Information including administration fields including customer fields  Email Address hblumenthal@chewy.com with Subject line Vet Verification Request Staff Member/Group
Incidents,SendEmail,05-Chewy Vet Care,CVC Rule For Complaint Notification,Enabled,"If (Incidents > Category  is modified this edit    AND  Incidents > Category  equals  Complaints  AND  Incidents > Queue  equals  CVC Concierge, CVC General, CVC Outbound, CVC Medical Request)",Email Incident Information including administration fields including customer fields  Email Address rcatargiu@chewy.com;chewy-vet-care@chewy.com with Subject line CVC Incident Complaint Logged Staff Member/Group
Incidents,SendEmail,50-Chewy CA State,50-CA-Solved with Live Contact Emaiil im,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  CA - ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted  AND  Incidents > Interface  equals  chewyca)",Send Email Response to Sender Include question
Incidents,SendEmail,50-Chewy CA State,50-CA-Vendor Portal Waiting Update,Enabled,"If (Incidents > Queue  equals  CA - Accounting - AP Inventory, CA - Accounting - AP Holds, CA - Accounting - AR/Ven. Rebate Billing, CA - Central Scheduling, CA - Drop Ship - Merchandising, CA - Drop Ship - SC - Operation, CA - Drop Ship - SC - Packing, CA - EDI, CA - MSS - Catalog, CA - MSS - Content, CA - MSS - Feedback, CA - MSS - Pricing, CA - MSS Ops, CA - MSS Ops Escalation, CA - Supply Planning, CA -TRANSPORATION - Accesorials, CA - TRANSPORATION - CPU, CA - TRANSPORATION - RTS & Inbound, CA - Vendor Compliance, CA - Vendor Specialist, CA - VSP - Routing  AND  Incidents > Interface  equals  chewyca  AND  Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Updated  AND  Incidents > Disposition  equals  Waiting for Vendor Response)",Email Incident Information to assignee  with Subject line Incident Updated Staff Member/Group
Incidents,SendEmail,F01-Email Routing,01-The Zoo Emails,Enabled,If (Incidents > Mailbox  equals  thezoosupport@custhelp.com),Email Incident Information including administration fields including customer fields  Email Address jcummings4@chewy.com with Subject line New Zoo incident Staff Member/Group
Incidents,SendEmail,F01-Email Routing,01- Vendor Care Email Routing,Enabled,If (Incidents > Incoming Mailbox  equals  Chewy Vendor Care),Send Email Response to Sender
Incidents,SendEmail,F01-G Email Routing,F01-G-The Zoo Emails,Enabled,If (Incidents > Mailbox  equals  thezoosupport@custhelp.com  AND (  Incidents > Channel  equals  Email  OR  Custom Field > Channel  equals  Email )  AND  Incidents > Queue  equals  The Zoo),Email Incident Information including administration fields including customer fields  Email Address jcummings4@chewy.com with Subject line New Zoo incident Staff Member/Group
Incidents,SendEmail,F02-Cardwriting Update,02-Picked Up Email,Enabled,If (Incidents > Category  equals  Card Writing Process  AND  Incidents > Disposition  equals  Picked-Up  AND  Incidents > Status  not equals  Solved),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Dropped Off Email,Enabled,If (Incidents > Disposition  equals  Dropped Off  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Passed Due Email,Enabled,If (Incidents > Disposition  equals  Past Due  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Final Notice Email,Enabled,If (Incidents > Disposition  equals  Final Notice  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Extension Granted Email,Enabled,If (Incidents > Disposition  equals  Extension Granted  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Feedback Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Description  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F03-Cardwriting Process,03-Ready for Finance Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Send Email Response to Sender Include question
Incidents,SendEmail,F04-Case Update,04-Retriever Form Notification,Disabled,"If (Incidents > Category  equals  Hollywood, Dallas, Louisville  AND  Incidents > Category  is modified this edit)",Email Incident Information  Email Address mfinn@chewy.com with Subject line Action Required! New Retriever Form Request Staff Member/Group
Incidents,SendEmail,F04-Case Update,04-VC Compliance Escalation,Enabled,If (Incidents > Queue  is modified this edit    AND  Incidents > Queue  equals  Vendor Compliance),"Email Incident Information  Email Address fcastro@chewy.com,cperez@chewy.com,bbeamer@chewy.com with Subject line You have a new Vendor Compliance request! Staff Member/Group"
Incidents,SendEmail,F04-Case Update,04-Cancel Pharmacy Email,Disabled,If (Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Solved  AND  Incidents > Queue  equals  Rx Cancellation  AND  Incidents > Updated from  equals  Connect PHP  AND  Custom Field > Sign Off  not equals  Cancel Notice Sent),Send Email Response to Sender
Incidents,SendEmail,F04-Case Update,04-FC Escalation,Enabled,"If (Incidents > Status  equals  Updated  AND  Incidents > Status  is modified this edit    AND  Incidents > Queue  equals  AVP1, CFC, DFW, EFC, PHX, MCO, WFC, Merch, Vendor Compliance, Private Label, PAW RRC Abuse Suspected, FC Sample Center, FC Management)",Email Incident Information including administration fields to assignee  with Subject line Your request has been updated! Staff Member/Group
Incidents,SendEmail,F04-Case Update,04-Legal Escalation,Enabled,If (Incidents > Disposition  equals  Legal  AND  Incidents > Disposition  is modified this edit),"Email Incident Information  Email Address emueller@chewy.com,ebasner@chewy.com,gdubois@chewy.com with Subject line You have a new privacy email escalation Staff Member/Group | Send Email Response to Sender"
Incidents,SendEmail,F04-Case Update,04-OnTrac Send to Shipper Update,Enabled,"If (Custom Field > Supply Escalation Reason  equals  Shipper/Delivery Complaints  AND  Custom Field > Tracking Number  is not null    AND  Custom Field > Shipper  equals  OnTrac  AND  Custom Field > Shipper Request  equals  Deliver to Front Door, Deliver to Back Door, Bring order to Apt. door, Deliver to Front Door/Ring Doorbell, Order damaged/open upon delivery, Order shows delivered did not receive, Package left in rain without cover, Witnessed driver mishandling package, Other  AND  Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Solved  AND  Custom Field > Pullback Date  is null)","Email Incident Information including administration fields including customer fields  Email Address rloewenbein@chewy.com,SAGTeam1@ontrac.com Staff Member/Group"
Incidents,SendEmail,F04-Case Update,F04-The Zoo Escalation,Enabled,If (Incidents > Disposition  equals  The Zoo  AND  Incidents > Disposition  is modified this edit),Email Incident Information including administration fields including customer fields  Email Address jcummings4@chewy.com with Subject line Incident transferred to Zoo queue Staff Member/Group
Incidents,SendEmail,F04-Case Update,04-OOS Disco Notification,Enabled,If (Incidents > Disposition  equals  OOS Disco Notification Sent  AND  Incidents > Queue  equals  Out Of Stock  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Supply Escalation Reason  equals  OOS Request  AND  Custom Field > SKU#  is not null    AND  Custom Field > Product Name  is not null    AND  Incidents > Status  not equals  Solved),Send Email Response to Sender Include question
Incidents,SendEmail,F09-Update Shipping Carrier,09-Lasership Pullback Request,Enabled,"If (Custom Field > Shipper  equals  Lasership  AND  Custom Field > Supply Escalation Reason  equals  Pull-Back Request  AND  Custom Field > Tracking Status  is modified this edit    AND  Custom Field > Tracking Number  is not null    AND  Custom Field > Tracking Status  equals  In Transit, Out for Delivery, No Information Found)","Email Incident Information including administration fields including customer fields  Email Address customersupport@lasership.com,rloewenbein@chewy.com,amunoz@chewy.com Staff Member/Group"
Incidents,SendEmail,F09-Update Shipping Carrier,09-OnTrac Pullback Request,Enabled,"If (Custom Field > Shipper  equals  OnTrac  AND  Custom Field > Supply Escalation Reason  equals  Pull-Back Request  AND  Custom Field > Tracking Status  is modified this edit    AND  Custom Field > Tracking Number  is not null    AND  Custom Field > Tracking Status  equals  In Transit, Out for Delivery, No Information Found)","Email Incident Information including administration fields including customer fields  Email Address SAGTeam1@ontrac.com,rloewenbein@chewy.com,amunoz@chewy.com Staff Member/Group"
Incidents,SendEmail,F09-Update Shipping Carrier,09-Lasership Reroute Request,Enabled,"If (Custom Field > Shipper  equals  Lasership  AND  Custom Field > Supply Escalation Reason  equals  Reroute Request  AND  Custom Field > Tracking Status  is modified this edit    AND  Custom Field > Tracking Number  is not null    AND  Custom Field > Tracking Status  equals  In Transit, Out for Delivery, No Information Found)","Email Incident Information including administration fields including customer fields  Email Address customersupport@lasership.com,rloewenbein@chewy.com Staff Member/Group"
Incidents,SendEmail,F09-Update Shipping Carrier,09-OnTrac Reroute Request,Enabled,"If (Custom Field > Shipper  equals  OnTrac  AND  Custom Field > Supply Escalation Reason  equals  Reroute Request  AND  Custom Field > Tracking Status  is modified this edit    AND  Custom Field > Tracking Number  is not null    AND  Custom Field > Tracking Status  equals  In Transit, Out for Delivery, No Information Found)","Email Incident Information including administration fields including customer fields  Email Address SAGTeam1@ontrac.com,rloewenbein@chewy.com Staff Member/Group"
Incidents,SendEmail,F14-Central Scheduling,F14-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  Carrier Portal Confirmation)",Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send New Email Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  New Appointment Scheduled  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Reschedule Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Appointment Rescheduled  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Cancellation No Call No Show,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Cancelation/No call no show  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Add PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Add POs  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Pull In,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Pull In  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Push Out,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Push Out  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Invalid PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  PO Invalid  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email FC Invalid,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  FC Invalid  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F14-Central Scheduling,F14-Send Email Same Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Same Appt  AND  Incidents > Category  is modified this edit),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action Gab,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Send Email Response to Sender
Incidents,SendEmail,F24-Vendor Communication Portal AAQ,F24-Transportation - CPU,Enabled,"If (Custom Field > Request Type  equals  Collect Vendor Creating New OTM Profile, Collect Vendor Change/Update RTS Info)",Email Incident Information  Email Address chicks@chewy.com with Subject line New Transportation - CPU incident Staff Member/Group
Incidents,SendEmail,F24-Vendor Communication Portal AAQ,F24-Transportation - Prepaid to Collect,Enabled,If (Custom Field > Request Type  equals  Vendor Wanting to join Chewy Collect),Email Incident Information  Email Address chicks@chewy.com with Subject line New Prepaid Vendor Interested in Going Collect Request Staff Member/Group
Incidents,SendEmail,F24-Vendor Communication Portal AAQ,F24-Brand Information,Enabled,If (Custom Field > Request Type  equals  Brand Info Sheet for Customer Service),Email Incident Information  Email Address DL-CS_KB_Management@chewy.com with Subject line Brand Info Sheet for Customer Service Request Submitted Staff Member/Group
Incidents,SendEmail,F25-Q&A Function,F25-Q&A MFG Follow Up - Action,Enabled,If (Incidents > Escalation Level  equals  Q&A MFG Follow-Up  AND  Incidents > Previous Escalation Level  not equals  Q&A MFG Follow-Up),Send Email Response to Sender
Incidents,SendEmail,F26A-WOW Initial Routing,F26A - WOW Email,Disabled,"If (Incidents > Category  equals  WOW Request, Get Well, Celebration, Loss of Loved One, Life Event, Custom  AND  Incidents > Category  is modified this edit)",Email Incident Information to assignee  with Subject line null Staff Member/Group
Incidents,SendEmail,F26B-WOW Update,F26B - WOW Status Denied Duplicate,Enabled,"If (Incidents > Category  equals  WOW Request  AND  Custom Field > Request Status  equals  Denied - Account Verification, Denied - Bad Photo, Denied - Duplicate Request, Denied - Duplicate Customer, Denied - No Address, Denied - Not Applicable, Denied - No Shipping Address, Denied - Other, Denied - Portrait Already Received, Denied - Timing, Denied - Lacks Detail, Denied - Flagged Customer, Denied - Address Verification, Denied - Photo Quality, Denied - Employee Account, Denied - Priority  AND  Custom Field > Request Status  is modified this edit)",Email Incident Information to assignee  with Subject line null Staff Member/Group
Incidents,SendEmail,F26B-WOW Update,F26B - WOW Status Denied Flagged,Enabled,If (Incidents > Category  equals  WOW Request  AND  Custom Field > Request Status  equals  Denied - Flagged Customer  AND  Custom Field > Request Status  is modified this edit),Email Incident Information to assignee  with Subject line null Staff Member/Group
Incidents,SendEmail,F26B-WOW Update,F26B - WOW Status Denied Timing,Enabled,If (Incidents > Category  equals  WOW Request  AND  Custom Field > Request Status  equals  Denied - Timing  AND  Custom Field > Request Status  is modified this edit),Email Incident Information to assignee  with Subject line null Staff Member/Group
